detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp,data_dir,estimation_label
7,11,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
7,10,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
2,9,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
2,12,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
2,11,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
2,10,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,C
2,4,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,SB
2,7,H,H,3,0,2025-05-30--12h-33m-22s-401928,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,4,1,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
9,10,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
11,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
10,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
10,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
1,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
1,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
1,10,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
1,4,H,H,4,2,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
1,2,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
4,9,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
4,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
4,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
4,10,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
4,7,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
7,9,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
7,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
7,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
7,10,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
2,9,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
2,12,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
2,11,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
2,10,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,C
2,4,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,SB
2,7,H,H,4,0,2025-05-30--12h-33m-22s-421177,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
9,10,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
11,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
10,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
10,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
1,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
1,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
1,10,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
1,4,H,H,5,1,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
1,2,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
4,9,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
4,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
4,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
4,10,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
4,7,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
7,9,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
7,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
7,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
7,10,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
2,9,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
2,12,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
2,11,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
2,10,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,C
2,4,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,SB
2,7,H,H,5,0,2025-05-30--12h-33m-22s-439756,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,6,3,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
9,10,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
11,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
10,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
10,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
1,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
1,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
1,10,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
1,4,H,H,6,1,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
1,2,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
4,9,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
4,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
4,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
4,10,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
4,7,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
7,9,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
7,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
7,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
7,10,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
2,9,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
2,12,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
2,11,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
2,10,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,C
2,4,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,SB
2,7,H,H,6,0,2025-05-30--12h-33m-22s-458865,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
9,10,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
11,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
10,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
10,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
1,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
1,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
1,10,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
1,4,H,H,7,1,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
1,2,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
4,9,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
4,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
4,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
4,10,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
4,7,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
7,9,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
7,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
7,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
7,10,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
2,9,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
2,12,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
2,11,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
2,10,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,C
2,4,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,SB
2,7,H,H,7,0,2025-05-30--12h-33m-22s-479057,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,8,1,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
9,10,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
11,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
10,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
10,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
1,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
1,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
1,10,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
1,4,H,H,8,1,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
1,2,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
4,9,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
4,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
4,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
4,10,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
4,7,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
7,9,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
7,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
7,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
7,10,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
2,9,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
2,12,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
2,11,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
2,10,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,C
2,4,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,SB
2,7,H,H,8,0,2025-05-30--12h-33m-22s-498993,2025-05-30--12h-33m-10s,DB_V
9,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,DB_H
9,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
9,10,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
11,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
10,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
10,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,DB_V
1,9,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
1,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
1,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
1,10,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
1,4,H,H,9,1,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,DB_H
1,7,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
1,2,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
4,9,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
4,12,H,H,9,1,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
4,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
4,10,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
4,7,H,H,9,1,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
7,9,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
7,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
7,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
7,10,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
2,9,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
2,12,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
2,11,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
2,10,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,C
2,4,H,H,9,0,2025-05-30--12h-33m-22s-519495,2025-05-30--12h-33m-10s,SB
